ticker,quarter,period_start,period_end,basis,segment_revenue_gold,total_revenue,opcost_ex_dda,segment_dda,royalties,corporate_g_and_a,exploration_expensed,capitalised_exploration,capex_total,capex_note,reclamation_accretion,lease_payments,net_interest,capitalised_interest,cash_tax_paid,gold_oz_sold,gold_oz_produced,aisc_denominator_oz,published_aisc,aisc_basis,published_aic,byproduct_credits,net_income_attributable,recon_aisc,recon_residual_pct,flags,source_file,impairment_charges,realised_gold_price,published_aisc_byproduct,fy_audited_gold_revenue,fy_audited_opcost_ex_dda,fy_audited_capex_total,fy_audited_cash_tax_paid,capex_ppe_additions,cash_tax_paid_alt
AEM,2010Q1,2010-01-01,2010-03-31,attributable,195.578,,,30.503,,,,,,,,,,,,176038,188232,176038,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,,22.332,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|NOT_DISCLOSED:corporate_g_and_a|NOT_DISCLOSED:exploration_expensed|NOT_DISCLOSED:net_interest|CORPORATE_EXPENSES_BUNDLE_UNSPLITTABLE:47578|NOT_DISCLOSED:total_revenue|NOT_DISCLOSED:opcost_ex_dda|NOT_DISCLOSED:capex_total|NOT_DISCLOSED:cash_tax_paid|OPERATING_MARGIN_MEMO_ONLY:119355|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce)|GOLD_REV_FROM_OZ_SOLD_X_REALISED_PRICE|TIERB:segment_revenue_gold:OZ_SOLD_X_REALISED_PRICE,data/raw/AEM/2010-Q4_0001047469-11-002754_a2202678z20-f.htm,,1111.0,,,,,,,
AEM,2010Q2,2010-04-01,2010-06-30,attributable,307.089,,,44.003,,,,,,,,,,,,251300,257728,251300,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,,100.360,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|NOT_DISCLOSED:corporate_g_and_a|NOT_DISCLOSED:exploration_expensed|NOT_DISCLOSED:net_interest|CORPORATE_EXPENSES_BUNDLE_UNSPLITTABLE:28331|NOT_DISCLOSED:total_revenue|NOT_DISCLOSED:opcost_ex_dda|NOT_DISCLOSED:capex_total|NOT_DISCLOSED:cash_tax_paid|OPERATING_MARGIN_MEMO_ONLY:180883|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce)|GOLD_REV_FROM_OZ_SOLD_X_REALISED_PRICE|TIERB:segment_revenue_gold:OZ_SOLD_X_REALISED_PRICE,data/raw/AEM/2010-Q4_0001047469-11-002754_a2202678z20-f.htm,,1222.0,,,,,,,
AEM,2010Q3,2010-07-01,2010-09-30,attributable,334.739,398.478,196.674,48.145,,19.925,19.491,,174.058,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,16.506,,16.028,278851,285178,278851,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,63.739,121.461,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERC:segment_revenue_gold:DERIVED_TOTAL_MINUS_BYPRODUCT_CREDITS|TIERB:net_interest:NETTED_INTEREST_AND_SUNDRY_INCOME|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|SRC_DISCRETE_QUARTERLY_MDA_PRESS_RELEASE|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce),data/raw/AEM/2010-Q3_0001047469-10-009664_a2200966zex-99_1.htm,,1235.0,,,,,,174.058,16.028
AEM,2010Q4,2010-10-01,2010-12-31,attributable,370.145,,,69.835,,,,,,,,,,,,266867,256471,266867,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,,87.963,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|NOT_DISCLOSED:corporate_g_and_a|NOT_DISCLOSED:exploration_expensed|NOT_DISCLOSED:net_interest|CORPORATE_EXPENSES_BUNDLE_UNSPLITTABLE:51269|NOT_DISCLOSED:total_revenue|NOT_DISCLOSED:opcost_ex_dda|NOT_DISCLOSED:capex_total|NOT_DISCLOSED:cash_tax_paid|OPERATING_MARGIN_MEMO_ONLY:243007|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce)|GOLD_REV_FROM_OZ_SOLD_X_REALISED_PRICE|TIERB:segment_revenue_gold:OZ_SOLD_X_REALISED_PRICE,data/raw/AEM/2010-Q4_0001047469-11-002754_a2202678z20-f.htm,,1387.0,,1422.521,677.472,511.641,25.199,,
AEM,2011Q1,2011-01-01,2011-03-31,attributable,343.867,412.068,198.567,61.929,,35.152,16.978,,96.849,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,13.760,,35.219,253240,252362,253240,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,68.201,45.264,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERC:segment_revenue_gold:DERIVED_TOTAL_MINUS_BYPRODUCT_CREDITS|TIERB:net_interest:NETTED_INTEREST_AND_SUNDRY_INCOME|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|SRC_DISCRETE_QUARTERLY_MDA_PRESS_RELEASE|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce),data/raw/AEM/2011-Q1_0001047469-11-004994_a2203552zex-99_1.htm,,1400.0,,,,,,96.849,35.219
AEM,2011Q2,2011-04-01,2011-06-30,attributable,372.073,433.691,212.754,59.235,,24.122,17.289,,114.402,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,14.082,,14.537,237310,239328,237310,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,61.618,68.825,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERC:segment_revenue_gold:DERIVED_TOTAL_MINUS_BYPRODUCT_CREDITS|TIERB:net_interest:NETTED_INTEREST_AND_SUNDRY_INCOME|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|SRC_DISCRETE_QUARTERLY_MDA_PRESS_RELEASE|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce),data/raw/AEM/2011-Q2_0001047469-11-007301_a2204600zex-99_1.htm,,1530.0,,,,,,114.402,14.537
AEM,2011Q3,2011-07-01,2011-09-30,attributable,442.851,520.537,237.190,67.104,,20.410,9.610,,164.003,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,16.702,,39.720,257522,265978,257522,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,77.686,-81.614,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERC:segment_revenue_gold:DERIVED_TOTAL_MINUS_BYPRODUCT_CREDITS|TIERB:net_interest:NETTED_INTEREST_AND_SUNDRY_INCOME|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|SRC_DISCRETE_QUARTERLY_MDA_PRESS_RELEASE|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce),data/raw/AEM/2011-Q3_0001047469-11-009311_a2206246zex-99_1.htm,,1717.0,,,,,,164.003,39.720
AEM,2011Q4,2011-10-01,2011-12-31,attributable,406.750,455.503,227.567,73.513,,,,,107.577,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,,,21.413,248018,227792,248018,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,,-601.370,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|NOT_DISCLOSED:corporate_g_and_a|NOT_DISCLOSED:exploration_expensed|NOT_DISCLOSED:net_interest|CORPORATE_EXPENSES_BUNDLE_UNSPLITTABLE:92204|derived_q4=true|TIERC:capex_total:DERIVED_Q4_FY_MINUS_9MO|TIERC:cash_tax_paid:DERIVED_Q4_FY_MINUS_9MO|SRC_FY20F_OWN_QUARTERLY_TABLE_DIRECT_REVENUE_PRODCOST_NOT_SUBTRACTION|IMPAIRMENT_GOLDEX_MINE_LOSS_907681_PLUS_302893_SEE_NOTES|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce)|GOLD_REV_FROM_OZ_SOLD_X_REALISED_PRICE|TIERB:segment_revenue_gold:OZ_SOLD_X_REALISED_PRICE,data/raw/AEM/2011-Q4_0001047469-12-003484_a2208447z20-f.htm,907.681,1640.0,,1821.799,876.078,482.831,110.889,107.577,21.413
AEM,2012Q1,2012-01-01,2012-03-31,attributable,408.600,472.934,215.035,64.553,,33.928,23.108,,75.995,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,14.178,,4.305,242628,293455,242628,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,64.334,78.548,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERC:segment_revenue_gold:DERIVED_TOTAL_MINUS_BYPRODUCT_CREDITS|TIERB:net_interest:NETTED_INTEREST_AND_SUNDRY_INCOME|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|SRC_DISCRETE_QUARTERLY_MDA_PRESS_RELEASE|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce),data/raw/AEM/2012-Q1_0001047469-12-005542_a2209395zex-99_1.htm,,1684.0,,,,,,75.995,4.305
AEM,2012Q2,2012-04-01,2012-06-30,attributable,422.349,459.561,219.906,66.310,,32.015,34.286,,104.368,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,14.466,,1.286,261827,307348,261827,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,37.212,43.272,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERC:segment_revenue_gold:DERIVED_TOTAL_MINUS_BYPRODUCT_CREDITS|TIERB:net_interest:NETTED_INTEREST_AND_SUNDRY_INCOME|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|SRC_DISCRETE_QUARTERLY_MDA_PRESS_RELEASE|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce),data/raw/AEM/2012-Q2_0001047469-12-007959_a2209927zex-99_1.htm,,1602.0,,,,,,104.368,1.286
AEM,2012Q3,2012-07-01,2012-09-30,attributable,483.527,535.836,220.408,68.318,,25.416,36.023,,113.344,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,15.799,,21.398,284999,327195,284999,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,52.309,106.326,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERC:segment_revenue_gold:DERIVED_TOTAL_MINUS_BYPRODUCT_CREDITS|TIERB:net_interest:NETTED_INTEREST_AND_SUNDRY_INCOME|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|SRC_DISCRETE_QUARTERLY_MDA_PRESS_RELEASE|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce),data/raw/AEM/2012-Q3_0001047469-12-010054_a2211636zex-99_1.htm,,1695.0,,,,,,113.344,21.398
AEM,2012Q4,2012-10-01,2012-12-31,attributable,401.816,449.383,242.363,72.680,,,,,151.843,"cash-flow 'Additions to mining properties' (2005-2011) / 'Additions to property, plant and mine development' (2011+); US GAAP; absolute value of cash outflow",,,,,29.973,238608,236535,238608,,"AISC does not exist pre-2013H1 (WGC guidance June 2013); no literal ""all-in sustaining cost"" found in this filing",,,82.770,,,GAAP_BASIS:US_GAAP|NO_AISC_CHECK|TIERAEQ:reclamation_accretion:BUNDLED_IN_OPCOST_PRODUCTION_COSTS_LINE|TIERAEQ:royalties:BUNDLED_IN_OPCOST_NO_SEPARATE_LINE_DISCLOSED|TIERAEQ:lease_payments:PRE_IFRS16_ASC842_IN_OPCOST|SOLD_OZ_DISCLOSED_CONTRA_PRE2013_ANCHORS_ONLY_PRODUCED_FINDING|NOT_DISCLOSED:corporate_g_and_a|NOT_DISCLOSED:exploration_expensed|NOT_DISCLOSED:net_interest|CORPORATE_EXPENSES_BUNDLE_UNSPLITTABLE:36232|derived_q4=true|TIERC:capex_total:DERIVED_Q4_FY_MINUS_9MO|TIERC:cash_tax_paid:DERIVED_Q4_FY_MINUS_9MO|SRC_FY20F_OWN_QUARTERLY_TABLE_DIRECT_REVENUE_PRODCOST_NOT_SUBTRACTION|REALISED_PRICE_CAPTION:Realized_prices:_Gold_(per_ounce)|GOLD_REV_FROM_OZ_SOLD_X_REALISED_PRICE|TIERB:segment_revenue_gold:OZ_SOLD_X_REALISED_PRICE,data/raw/AEM/2012-Q4_0001047469-13-003581_a2211934z20-f.htm,,1684.0,,1917.714,897.712,445.550,56.962,151.843,29.973
